维度,纪元,空间带,学派形态,领域切片,状态,产物数
人,竞赛,③内太阳系,互济,06代际启蒙,OPEN,0
人,竞赛,③内太阳系,互济,07感官代偿,OPEN,0
人,竞赛,③内太阳系,商贸,01生理重力,OPEN,0
人,竞赛,③内太阳系,商贸,02心理潜意识,OPEN,0
人,竞赛,③内太阳系,商贸,03代际认知,OPEN,0
人,竞赛,③内太阳系,商贸,04脑机共生,OPEN,0
人,竞赛,③内太阳系,商贸,05深空葬仪,OPEN,0
人,竞赛,③内太阳系,商贸,06代际启蒙,OPEN,0
人,竞赛,③内太阳系,商贸,07感官代偿,OPEN,0
人,竞赛,③内太阳系,工技,01生理重力,OPEN,0
人,竞赛,③内太阳系,工技,02心理潜意识,OPEN,0
人,竞赛,③内太阳系,工技,03代际认知,OPEN,0
人,竞赛,③内太阳系,工技,04脑机共生,OPEN,0
人,竞赛,③内太阳系,工技,05深空葬仪,OPEN,0
人,竞赛,③内太阳系,工技,06代际启蒙,OPEN,0
人,竞赛,③内太阳系,工技,07感官代偿,OPEN,0
人,竞赛,③内太阳系,科医,01生理重力,OPEN,0
人,竞赛,③内太阳系,科医,02心理潜意识,OPEN,0
人,竞赛,③内太阳系,科医,03代际认知,OPEN,0
人,竞赛,③内太阳系,科医,04脑机共生,OPEN,0
人,竞赛,③内太阳系,科医,05深空葬仪,OPEN,0
人,竞赛,③内太阳系,科医,06代际启蒙,OPEN,0
人,竞赛,③内太阳系,科医,07感官代偿,OPEN,0
人,竞赛,④深空,官档,01生理重力,PART,1
人,竞赛,④深空,官档,02心理潜意识,OPEN,0
人,竞赛,④深空,官档,03代际认知,OPEN,0
人,竞赛,④深空,官档,04脑机共生,OPEN,0
人,竞赛,④深空,官档,05深空葬仪,OPEN,0
人,竞赛,④深空,官档,06代际启蒙,OPEN,0
人,竞赛,④深空,官档,07感官代偿,OPEN,0
人,竞赛,④深空,私档,01生理重力,OPEN,0
人,竞赛,④深空,私档,02心理潜意识,OPEN,0
人,竞赛,④深空,私档,03代际认知,OPEN,0
人,竞赛,④深空,私档,04脑机共生,OPEN,0
人,竞赛,④深空,私档,05深空葬仪,OPEN,0
人,竞赛,④深空,私档,06代际启蒙,OPEN,0
人,竞赛,④深空,私档,07感官代偿,OPEN,0
人,竞赛,④深空,互济,01生理重力,OPEN,0
人,竞赛,④深空,互济,02心理潜意识,OPEN,0
人,竞赛,④深空,互济,03代际认知,OPEN,0
人,竞赛,④深空,互济,04脑机共生,OPEN,0
人,竞赛,④深空,互济,05深空葬仪,OPEN,0
人,竞赛,④深空,互济,06代际启蒙,OPEN,0
人,竞赛,④深空,互济,07感官代偿,OPEN,0
人,竞赛,④深空,商贸,01生理重力,OPEN,0
人,竞赛,④深空,商贸,02心理潜意识,OPEN,0
人,竞赛,④深空,商贸,03代际认知,OPEN,0
人,竞赛,④深空,商贸,04脑机共生,OPEN,0
人,竞赛,④深空,商贸,05深空葬仪,OPEN,0
人,竞赛,④深空,商贸,06代际启蒙,OPEN,0
人,竞赛,④深空,商贸,07感官代偿,OPEN,0
人,竞赛,④深空,工技,01生理重力,OPEN,0
人,竞赛,④深空,工技,02心理潜意识,OPEN,0
人,竞赛,④深空,工技,03代际认知,OPEN,0
人,竞赛,④深空,工技,04脑机共生,OPEN,0
人,竞赛,④深空,工技,05深空葬仪,OPEN,0
人,竞赛,④深空,工技,06代际启蒙,OPEN,0
人,竞赛,④深空,工技,07感官代偿,OPEN,0
人,竞赛,④深空,科医,01生理重力,OPEN,0
人,竞赛,④深空,科医,02心理潜意识,OPEN,0
人,竞赛,④深空,科医,03代际认知,OPEN,0
人,竞赛,④深空,科医,04脑机共生,OPEN,0
人,竞赛,④深空,科医,05深空葬仪,OPEN,0
人,竞赛,④深空,科医,06代际启蒙,OPEN,0
人,竞赛,④深空,科医,07感官代偿,OPEN,0
人,竞赛,⑤比邻星,官档,01生理重力,PART,1
人,竞赛,⑤比邻星,官档,02心理潜意识,OPEN,0
人,竞赛,⑤比邻星,官档,03代际认知,OPEN,0
人,竞赛,⑤比邻星,官档,04脑机共生,OPEN,0
人,竞赛,⑤比邻星,官档,05深空葬仪,OPEN,0
人,竞赛,⑤比邻星,官档,06代际启蒙,OPEN,0
人,竞赛,⑤比邻星,官档,07感官代偿,OPEN,0
人,竞赛,⑤比邻星,私档,01生理重力,OPEN,0
人,竞赛,⑤比邻星,私档,02心理潜意识,OPEN,0
人,竞赛,⑤比邻星,私档,03代际认知,OPEN,0
人,竞赛,⑤比邻星,私档,04脑机共生,OPEN,0
人,竞赛,⑤比邻星,私档,05深空葬仪,OPEN,0
人,竞赛,⑤比邻星,私档,06代际启蒙,OPEN,0
人,竞赛,⑤比邻星,私档,07感官代偿,OPEN,0
人,竞赛,⑤比邻星,互济,01生理重力,OPEN,0
人,竞赛,⑤比邻星,互济,02心理潜意识,OPEN,0
人,竞赛,⑤比邻星,互济,03代际认知,OPEN,0
人,竞赛,⑤比邻星,互济,04脑机共生,OPEN,0
人,竞赛,⑤比邻星,互济,05深空葬仪,OPEN,0
人,竞赛,⑤比邻星,互济,06代际启蒙,OPEN,0
人,竞赛,⑤比邻星,互济,07感官代偿,OPEN,0
人,竞赛,⑤比邻星,商贸,01生理重力,OPEN,0
人,竞赛,⑤比邻星,商贸,02心理潜意识,OPEN,0
人,竞赛,⑤比邻星,商贸,03代际认知,OPEN,0
人,竞赛,⑤比邻星,商贸,04脑机共生,OPEN,0
人,竞赛,⑤比邻星,商贸,05深空葬仪,OPEN,0
人,竞赛,⑤比邻星,商贸,06代际启蒙,OPEN,0
人,竞赛,⑤比邻星,商贸,07感官代偿,OPEN,0
人,竞赛,⑤比邻星,工技,01生理重力,OPEN,0
人,竞赛,⑤比邻星,工技,02心理潜意识,OPEN,0
人,竞赛,⑤比邻星,工技,03代际认知,OPEN,0
人,竞赛,⑤比邻星,工技,04脑机共生,OPEN,0
人,竞赛,⑤比邻星,工技,05深空葬仪,OPEN,0
人,竞赛,⑤比邻星,工技,06代际启蒙,OPEN,0
人,竞赛,⑤比邻星,工技,07感官代偿,OPEN,0
人,竞赛,⑤比邻星,科医,01生理重力,OPEN,0
人,竞赛,⑤比邻星,科医,02心理潜意识,OPEN,0
人,竞赛,⑤比邻星,科医,03代际认知,OPEN,0
人,竞赛,⑤比邻星,科医,04脑机共生,OPEN,0
人,竞赛,⑤比邻星,科医,05深空葬仪,OPEN,0
人,竞赛,⑤比邻星,科医,06代际启蒙,OPEN,0
人,竞赛,⑤比邻星,科医,07感官代偿,OPEN,0
人,丰裕,①地球,官档,01生理重力,PART,1
人,丰裕,①地球,官档,02心理潜意识,OPEN,0
人,丰裕,①地球,官档,03代际认知,OPEN,0
人,丰裕,①地球,官档,04脑机共生,OPEN,0
人,丰裕,①地球,官档,05深空葬仪,OPEN,0
人,丰裕,①地球,官档,06代际启蒙,OPEN,0
人,丰裕,①地球,官档,07感官代偿,OPEN,0
人,丰裕,①地球,私档,01生理重力,OPEN,0
人,丰裕,①地球,私档,02心理潜意识,OPEN,0
人,丰裕,①地球,私档,03代际认知,OPEN,0
人,丰裕,①地球,私档,04脑机共生,OPEN,0
人,丰裕,①地球,私档,05深空葬仪,OPEN,0
人,丰裕,①地球,私档,06代际启蒙,OPEN,0
人,丰裕,①地球,私档,07感官代偿,OPEN,0
人,丰裕,①地球,互济,01生理重力,OPEN,0
人,丰裕,①地球,互济,02心理潜意识,OPEN,0
人,丰裕,①地球,互济,03代际认知,OPEN,0
人,丰裕,①地球,互济,04脑机共生,OPEN,0
人,丰裕,①地球,互济,05深空葬仪,OPEN,0
人,丰裕,①地球,互济,06代际启蒙,OPEN,0
人,丰裕,①地球,互济,07感官代偿,OPEN,0
人,丰裕,①地球,商贸,01生理重力,OPEN,0
人,丰裕,①地球,商贸,02心理潜意识,OPEN,0
人,丰裕,①地球,商贸,03代际认知,OPEN,0
人,丰裕,①地球,商贸,04脑机共生,OPEN,0
人,丰裕,①地球,商贸,05深空葬仪,OPEN,0
人,丰裕,①地球,商贸,06代际启蒙,OPEN,0
人,丰裕,①地球,商贸,07感官代偿,OPEN,0
人,丰裕,①地球,工技,01生理重力,OPEN,0
人,丰裕,①地球,工技,02心理潜意识,OPEN,0
人,丰裕,①地球,工技,03代际认知,OPEN,0
人,丰裕,①地球,工技,04脑机共生,OPEN,0
人,丰裕,①地球,工技,05深空葬仪,OPEN,0
人,丰裕,①地球,工技,06代际启蒙,OPEN,0
人,丰裕,①地球,工技,07感官代偿,OPEN,0
人,丰裕,①地球,科医,01生理重力,OPEN,0
人,丰裕,①地球,科医,02心理潜意识,OPEN,0
人,丰裕,①地球,科医,03代际认知,OPEN,0
人,丰裕,①地球,科医,04脑机共生,OPEN,0
人,丰裕,①地球,科医,05深空葬仪,OPEN,0
人,丰裕,①地球,科医,06代际启蒙,OPEN,0
人,丰裕,①地球,科医,07感官代偿,OPEN,0
人,丰裕,②地月系,官档,01生理重力,PART,1
人,丰裕,②地月系,官档,02心理潜意识,OPEN,0
人,丰裕,②地月系,官档,03代际认知,OPEN,0
人,丰裕,②地月系,官档,04脑机共生,OPEN,0
人,丰裕,②地月系,官档,05深空葬仪,OPEN,0
人,丰裕,②地月系,官档,06代际启蒙,OPEN,0
人,丰裕,②地月系,官档,07感官代偿,OPEN,0
人,丰裕,②地月系,私档,01生理重力,OPEN,0
人,丰裕,②地月系,私档,02心理潜意识,OPEN,0
人,丰裕,②地月系,私档,03代际认知,OPEN,0
人,丰裕,②地月系,私档,04脑机共生,OPEN,0
人,丰裕,②地月系,私档,05深空葬仪,OPEN,0
人,丰裕,②地月系,私档,06代际启蒙,OPEN,0
人,丰裕,②地月系,私档,07感官代偿,OPEN,0
人,丰裕,②地月系,互济,01生理重力,OPEN,0
人,丰裕,②地月系,互济,02心理潜意识,OPEN,0
人,丰裕,②地月系,互济,03代际认知,OPEN,0
人,丰裕,②地月系,互济,04脑机共生,OPEN,0
人,丰裕,②地月系,互济,05深空葬仪,OPEN,0
人,丰裕,②地月系,互济,06代际启蒙,OPEN,0
人,丰裕,②地月系,互济,07感官代偿,OPEN,0
人,丰裕,②地月系,商贸,01生理重力,OPEN,0
人,丰裕,②地月系,商贸,02心理潜意识,OPEN,0
人,丰裕,②地月系,商贸,03代际认知,OPEN,0
人,丰裕,②地月系,商贸,04脑机共生,OPEN,0
人,丰裕,②地月系,商贸,05深空葬仪,OPEN,0
人,丰裕,②地月系,商贸,06代际启蒙,OPEN,0
人,丰裕,②地月系,商贸,07感官代偿,OPEN,0
人,丰裕,②地月系,工技,01生理重力,OPEN,0
人,丰裕,②地月系,工技,02心理潜意识,OPEN,0
人,丰裕,②地月系,工技,03代际认知,OPEN,0
人,丰裕,②地月系,工技,04脑机共生,OPEN,0
人,丰裕,②地月系,工技,05深空葬仪,OPEN,0
人,丰裕,②地月系,工技,06代际启蒙,OPEN,0
人,丰裕,②地月系,工技,07感官代偿,OPEN,0
人,丰裕,②地月系,科医,01生理重力,OPEN,0
人,丰裕,②地月系,科医,02心理潜意识,OPEN,0
人,丰裕,②地月系,科医,03代际认知,OPEN,0
人,丰裕,②地月系,科医,04脑机共生,OPEN,0
人,丰裕,②地月系,科医,05深空葬仪,OPEN,0
人,丰裕,②地月系,科医,06代际启蒙,OPEN,0
人,丰裕,②地月系,科医,07感官代偿,OPEN,0
人,丰裕,③内太阳系,官档,01生理重力,PART,1
人,丰裕,③内太阳系,官档,02心理潜意识,OPEN,0
人,丰裕,③内太阳系,官档,03代际认知,OPEN,0
人,丰裕,③内太阳系,官档,04脑机共生,OPEN,0
人,丰裕,③内太阳系,官档,05深空葬仪,OPEN,0
人,丰裕,③内太阳系,官档,06代际启蒙,OPEN,0
人,丰裕,③内太阳系,官档,07感官代偿,OPEN,0
人,丰裕,③内太阳系,私档,01生理重力,OPEN,0
人,丰裕,③内太阳系,私档,02心理潜意识,OPEN,0
人,丰裕,③内太阳系,私档,03代际认知,OPEN,0
人,丰裕,③内太阳系,私档,04脑机共生,OPEN,0
人,丰裕,③内太阳系,私档,05深空葬仪,OPEN,0
人,丰裕,③内太阳系,私档,06代际启蒙,OPEN,0
人,丰裕,③内太阳系,私档,07感官代偿,OPEN,0
人,丰裕,③内太阳系,互济,01生理重力,OPEN,0
人,丰裕,③内太阳系,互济,02心理潜意识,OPEN,0
人,丰裕,③内太阳系,互济,03代际认知,OPEN,0
人,丰裕,③内太阳系,互济,04脑机共生,OPEN,0
人,丰裕,③内太阳系,互济,05深空葬仪,OPEN,0
人,丰裕,③内太阳系,互济,06代际启蒙,OPEN,0
人,丰裕,③内太阳系,互济,07感官代偿,OPEN,0
人,丰裕,③内太阳系,商贸,01生理重力,OPEN,0
人,丰裕,③内太阳系,商贸,02心理潜意识,OPEN,0
人,丰裕,③内太阳系,商贸,03代际认知,OPEN,0
人,丰裕,③内太阳系,商贸,04脑机共生,OPEN,0
人,丰裕,③内太阳系,商贸,05深空葬仪,OPEN,0
人,丰裕,③内太阳系,商贸,06代际启蒙,OPEN,0
人,丰裕,③内太阳系,商贸,07感官代偿,OPEN,0
人,丰裕,③内太阳系,工技,01生理重力,OPEN,0
人,丰裕,③内太阳系,工技,02心理潜意识,OPEN,0
人,丰裕,③内太阳系,工技,03代际认知,OPEN,0
人,丰裕,③内太阳系,工技,04脑机共生,OPEN,0
人,丰裕,③内太阳系,工技,05深空葬仪,OPEN,0
人,丰裕,③内太阳系,工技,06代际启蒙,OPEN,0
人,丰裕,③内太阳系,工技,07感官代偿,OPEN,0
人,丰裕,③内太阳系,科医,01生理重力,OPEN,0
人,丰裕,③内太阳系,科医,02心理潜意识,OPEN,0
人,丰裕,③内太阳系,科医,03代际认知,OPEN,0
人,丰裕,③内太阳系,科医,04脑机共生,OPEN,0
人,丰裕,③内太阳系,科医,05深空葬仪,OPEN,0
人,丰裕,③内太阳系,科医,06代际启蒙,OPEN,0
人,丰裕,③内太阳系,科医,07感官代偿,OPEN,0
人,丰裕,④深空,官档,01生理重力,PART,1
人,丰裕,④深空,官档,02心理潜意识,OPEN,0
人,丰裕,④深空,官档,03代际认知,OPEN,0
人,丰裕,④深空,官档,04脑机共生,OPEN,0
人,丰裕,④深空,官档,05深空葬仪,OPEN,0
人,丰裕,④深空,官档,06代际启蒙,OPEN,0
人,丰裕,④深空,官档,07感官代偿,OPEN,0
人,丰裕,④深空,私档,01生理重力,OPEN,0
人,丰裕,④深空,私档,02心理潜意识,OPEN,0
人,丰裕,④深空,私档,03代际认知,OPEN,0
人,丰裕,④深空,私档,04脑机共生,OPEN,0
人,丰裕,④深空,私档,05深空葬仪,OPEN,0
人,丰裕,④深空,私档,06代际启蒙,OPEN,0
人,丰裕,④深空,私档,07感官代偿,OPEN,0
人,丰裕,④深空,互济,01生理重力,OPEN,0
人,丰裕,④深空,互济,02心理潜意识,OPEN,0
人,丰裕,④深空,互济,03代际认知,OPEN,0
人,丰裕,④深空,互济,04脑机共生,OPEN,0
人,丰裕,④深空,互济,05深空葬仪,OPEN,0
人,丰裕,④深空,互济,06代际启蒙,OPEN,0
人,丰裕,④深空,互济,07感官代偿,OPEN,0
人,丰裕,④深空,商贸,01生理重力,OPEN,0
人,丰裕,④深空,商贸,02心理潜意识,OPEN,0
人,丰裕,④深空,商贸,03代际认知,OPEN,0
人,丰裕,④深空,商贸,04脑机共生,OPEN,0
人,丰裕,④深空,商贸,05深空葬仪,OPEN,0
人,丰裕,④深空,商贸,06代际启蒙,OPEN,0
人,丰裕,④深空,商贸,07感官代偿,OPEN,0
人,丰裕,④深空,工技,01生理重力,OPEN,0
人,丰裕,④深空,工技,02心理潜意识,OPEN,0
人,丰裕,④深空,工技,03代际认知,OPEN,0
人,丰裕,④深空,工技,04脑机共生,OPEN,0
人,丰裕,④深空,工技,05深空葬仪,OPEN,0
人,丰裕,④深空,工技,06代际启蒙,OPEN,0
人,丰裕,④深空,工技,07感官代偿,OPEN,0
人,丰裕,④深空,科医,01生理重力,OPEN,0
人,丰裕,④深空,科医,02心理潜意识,OPEN,0
人,丰裕,④深空,科医,03代际认知,OPEN,0
人,丰裕,④深空,科医,04脑机共生,OPEN,0
人,丰裕,④深空,科医,05深空葬仪,OPEN,0
人,丰裕,④深空,科医,06代际启蒙,OPEN,0
人,丰裕,④深空,科医,07感官代偿,OPEN,0
人,丰裕,⑤比邻星,官档,01生理重力,PART,1
人,丰裕,⑤比邻星,官档,02心理潜意识,OPEN,0
人,丰裕,⑤比邻星,官档,03代际认知,OPEN,0
人,丰裕,⑤比邻星,官档,04脑机共生,OPEN,0
人,丰裕,⑤比邻星,官档,05深空葬仪,OPEN,0
人,丰裕,⑤比邻星,官档,06代际启蒙,OPEN,0
人,丰裕,⑤比邻星,官档,07感官代偿,OPEN,0
人,丰裕,⑤比邻星,私档,01生理重力,OPEN,0
人,丰裕,⑤比邻星,私档,02心理潜意识,OPEN,0
人,丰裕,⑤比邻星,私档,03代际认知,OPEN,0
人,丰裕,⑤比邻星,私档,04脑机共生,OPEN,0
人,丰裕,⑤比邻星,私档,05深空葬仪,OPEN,0
人,丰裕,⑤比邻星,私档,06代际启蒙,OPEN,0
人,丰裕,⑤比邻星,私档,07感官代偿,OPEN,0
人,丰裕,⑤比邻星,互济,01生理重力,OPEN,0
人,丰裕,⑤比邻星,互济,02心理潜意识,OPEN,0
人,丰裕,⑤比邻星,互济,03代际认知,OPEN,0
人,丰裕,⑤比邻星,互济,04脑机共生,OPEN,0
人,丰裕,⑤比邻星,互济,05深空葬仪,OPEN,0
人,丰裕,⑤比邻星,互济,06代际启蒙,OPEN,0
人,丰裕,⑤比邻星,互济,07感官代偿,OPEN,0
人,丰裕,⑤比邻星,商贸,01生理重力,OPEN,0
人,丰裕,⑤比邻星,商贸,02心理潜意识,OPEN,0
人,丰裕,⑤比邻星,商贸,03代际认知,OPEN,0
人,丰裕,⑤比邻星,商贸,04脑机共生,OPEN,0
人,丰裕,⑤比邻星,商贸,05深空葬仪,OPEN,0
人,丰裕,⑤比邻星,商贸,06代际启蒙,OPEN,0
人,丰裕,⑤比邻星,商贸,07感官代偿,OPEN,0
人,丰裕,⑤比邻星,工技,01生理重力,OPEN,0
人,丰裕,⑤比邻星,工技,02心理潜意识,OPEN,0
人,丰裕,⑤比邻星,工技,03代际认知,OPEN,0
人,丰裕,⑤比邻星,工技,04脑机共生,OPEN,0
人,丰裕,⑤比邻星,工技,05深空葬仪,OPEN,0
人,丰裕,⑤比邻星,工技,06代际启蒙,OPEN,0
人,丰裕,⑤比邻星,工技,07感官代偿,OPEN,0
人,丰裕,⑤比邻星,科医,01生理重力,OPEN,0
人,丰裕,⑤比邻星,科医,02心理潜意识,OPEN,0
人,丰裕,⑤比邻星,科医,03代际认知,OPEN,0
人,丰裕,⑤比邻星,科医,04脑机共生,OPEN,0
人,丰裕,⑤比邻星,科医,05深空葬仪,OPEN,0
人,丰裕,⑤比邻星,科医,06代际启蒙,OPEN,0
人,丰裕,⑤比邻星,科医,07感官代偿,OPEN,0
人,离心,①地球,官档,01生理重力,PART,1
人,离心,①地球,官档,02心理潜意识,OPEN,0
人,离心,①地球,官档,03代际认知,OPEN,0
人,离心,①地球,官档,04脑机共生,OPEN,0
人,离心,①地球,官档,05深空葬仪,OPEN,0
人,离心,①地球,官档,06代际启蒙,OPEN,0
人,离心,①地球,官档,07感官代偿,OPEN,0
人,离心,①地球,私档,01生理重力,OPEN,0
人,离心,①地球,私档,02心理潜意识,OPEN,0
人,离心,①地球,私档,03代际认知,OPEN,0
人,离心,①地球,私档,04脑机共生,OPEN,0
人,离心,①地球,私档,05深空葬仪,OPEN,0
人,离心,①地球,私档,06代际启蒙,OPEN,0
人,离心,①地球,私档,07感官代偿,OPEN,0
人,离心,①地球,互济,01生理重力,OPEN,0
人,离心,①地球,互济,02心理潜意识,OPEN,0
人,离心,①地球,互济,03代际认知,OPEN,0
人,离心,①地球,互济,04脑机共生,OPEN,0
人,离心,①地球,互济,05深空葬仪,OPEN,0
人,离心,①地球,互济,06代际启蒙,OPEN,0
人,离心,①地球,互济,07感官代偿,OPEN,0
人,离心,①地球,商贸,01生理重力,OPEN,0
人,离心,①地球,商贸,02心理潜意识,OPEN,0
人,离心,①地球,商贸,03代际认知,OPEN,0
人,离心,①地球,商贸,04脑机共生,OPEN,0
人,离心,①地球,商贸,05深空葬仪,OPEN,0
人,离心,①地球,商贸,06代际启蒙,OPEN,0
人,离心,①地球,商贸,07感官代偿,OPEN,0
人,离心,①地球,工技,01生理重力,OPEN,0
人,离心,①地球,工技,02心理潜意识,OPEN,0
人,离心,①地球,工技,03代际认知,OPEN,0
人,离心,①地球,工技,04脑机共生,OPEN,0
人,离心,①地球,工技,05深空葬仪,OPEN,0
